Source,Summary
Marketing: So you'd know where it is in the room.,1
"Industrial Designer: and then it maybe buzzes to somewhere else, wherever the remote actually is.",1
"Industrial Designer: I mean calculators you do not really throw around a lot whereas remotes you do,",0
User Interface: I make a cat of it.,1
"User Interface: and if you have the colourful screen you can make the display colourful, fancy, as fancy as the one on the LCD,",1
"Industrial Designer: For the case of the remotes itself, they can be a general case, which is just a flat one.",1
Industrial Designer: We could use the basic normal battery.,1
Industrial Designer: basically the for the I will back actually.,0
"User Interface: And if you want to make to s twentyfive, you push on this.",1
Project Manager: I I will be the Project Manager.,0
User Interface: so technically how the problems that how to do it is to how to get the content.,1
"Project Manager: so very intuitive design, I guess.",1
"Marketing: So let is see, we drop the price by one, a half.",0
"Marketing: And hard materials like wood, titani.",1
"User Interface: Which colour, the colour of the phone or the colour of the.",0
Project Manager: I do not think the user interface guy wants to touch it anymore.,0
"Project Manager: Yeah, we make it som Maybe we have to make it from soft material.",1
User Interface: it is gonna have to be plastic.,0
Project Manager: It is more of a su it is more of a supplement maybe.,0
Industrial Designer: with a with a regular chip.,0
"User Interface: If we can build on this with the speech recognition, that is not something I'd thought about at all, but it is also something we can discuss.",1
"Marketing: Yeah, but the p print plate of L LCD screen is more advanced than a normal print plate,",1
"Industrial Designer: And ther there should be a beep if many buttons are pressed if suppose a child is playing with the remote controller, she or he is pressing the buttons all at the time then there should be a beep saying that it is this is not a you know action, there can be no action taking to that so.",1
"User Interface: giving you every possible function that the that the device has, the remote control controls.",1
"Industrial Designer: Perhaps we should also make something like a flash on it, if you if it is lost, for people that are deaf.",1
"Marketing: That is why I was thinking, Bluetooth, 'cause if you like put up Bluetooth, it is like a Bluetooth remote control, everybody is gonna like, 'cause Bluetooth is the in thing nowadays, like it really is, like people when it comes to marketing like that is what people go for, they do not really care whether, you know, at the end of the day whether it works properly or not.",1
"Project Manager: you can still have the main buttons that allow the people to turn the machine on, off, d up, down, it depends, I mean maybe we have the fol the joystick as a separate one for the other functions then, that there is just a small nber of as you were saying buttons that have already been defined.",0
Marketing: I will go go for two.,0
"Industrial Designer: But it is more longlasting, that the people do not have to ever buy batteries again.",1
Project Manager: if it were the ball you'd no longer have to have a flat space on it.,0
Marketing: moving on to does the design minimise repetitive strain injury.,1
Project Manager: So that one can be put away.,0
Project Manager: I think it is still in my own documents folder.,1
"Project Manager: singlecurved surface, so that we can fold it.",1
"Project Manager: And it is in the, I think, in the sharing folder.",1
"Industrial Designer: Yeah, my vote goes out to the right.",0
"User Interface: Tomorrow you might have a some more functions which might come through that, so.",0
Industrial Designer: then we should be able to accommodate fairly decent sized buttons.,0
Project Manager: Probably a four at most.,1
Industrial Designer: but I think that was gonna cost a little more.,1
"Marketing: Another thing about these figures is ninety one percent of the youngest age groups said they'd do it, but probably a lot of them that is actually their parents money.",1
